Id_Noleggio,Data_Consegna,Data_Ordine,Numero_Giorni,Luogo_Restituzione,Id_Dipendente,N_Id_Veicolo,N_Codice_Fiscale
900246,2022-08-02,2022-07-31,8,"San Miguel",2000047,5J8TB3H3XEL560929,STCIBL40F07P793Z
900247,2022-07-13,2022-07-10,14,Kelasuri,2000172,5LMJJ2H51DE111459,SUSVGO64J87A639T
900248,2022-06-02,2022-05-31,17,Citt,2000156,5LMJJ2H56CE707276,SYASOT83C73T570I
900249,2022-08-15,2022-08-14,18,Kti,2000027,5N1AA0NC5CN415127,SYQFES47S49E221E
900250,2022-07-19,2022-07-18,11,Shardara,2000054,5N1AA0ND6FN478489,SZEDZP56T60P822U
900251,2022-06-06,2022-06-03,10,Pyatovskiy,2000082,5N1AR1NB3BC494782,SZNRQO74E09U002G
900252,2022-06-01,2022-05-30,4,Jumpangdua,2000145,5N1AT2ML0FC720218,TAJZDS37Y76W010G
900253,2022-06-22,2022-06-19,12,Citt,2000033,5N1AT2ML2EC508998,TBEBAP55P08P773A
900254,2022-08-11,2022-08-08,12,Chortkiv,2000002,5N1AT2ML5FC459989,TBTJKN77A74W383V
900255,2022-05-28,2022-05-25,13,Chortkiv,2000092,5N1AT2ML6FC006075,TCCKEV65E14N461I
900256,2022-08-10,2022-08-09,4,Kapinango,2000103,5N1AT2ML7EC943886,TEBXPV51K12D255F
900257,2022-06-06,2022-06-04,20,Fundong,2000078,5N1AZ2MH1FN547341,TGPQYF93T65B683P
900258,2022-05-21,2022-05-18,4,"Banjar Bongangede",2000079,5N1BA0NC2FN751004,THCWHR18P38J711N
900259,2022-05-23,2022-05-20,9,Pyatovskiy,2000024,5N1BA0NCXFN426715,THEAEP65A23F793J
900260,2022-07-10,2022-07-09,14,"Black River",2000027,5NPDH4AE3BH883142,TIIEGQ69P24E773D
900261,2022-06-28,2022-06-26,17,Xinzhou,2000100,5NPE24AF4FH112192,TIXXUP92K11F878S
900262,2022-06-01,2022-05-30,8,Sardasht,2000081,5NPEB4AC8CH866634,TKLIFJ20R39A850O
900263,2022-07-21,2022-07-18,11,Reforma,2000068,5TDBCRFH1FS298887,TMFZGP00H76G207L
900264,2022-07-12,2022-07-10,16,Leubatang,2000146,5TDDK3DC5DS703940,TMKVSM45P14O544K
900265,2022-06-20,2022-06-17,17,Shumyachi,2000037,5TDDK3DCXBS594940,TPTEOO62T90L401U
900266,2022-07-13,2022-07-12,11,Jumpangdua,2000081,5TFAW5F11EX037248,TQBHGN77Q28H260C
900267,2022-07-20,2022-07-17,10,"Ponte Nova",2000015,5UXFA53573L424692,TVGKHY74T19H161L
900268,2022-05-24,2022-05-21,14,Kti,2000138,5UXFA93536L705481,TZDZUO48N96A083Y
900269,2022-07-31,2022-07-30,18,Zhongxing,2000161,5UXFE43599L176114,UBKTSH57H33Z544W
900270,2022-07-22,2022-07-19,20,Reforma,2000124,5UXFE83508L419749,UGDUNQ34W70P908J
900271,2022-08-12,2022-08-10,9,Creil,2000161,5UXFG8C51BL167768,UHWBQW34F60S559Y
900272,2022-07-18,2022-07-17,19,"Ponte Nova",2000054,5UXZW0C53CL218397,UKCJHL22E79A559M
900273,2022-07-30,2022-07-27,7,Chortkiv,2000005,5XYKT3A67EG671235,UKOHGL66F67X078I
900274,2022-05-29,2022-05-28,14,Nyakhachava,2000096,5XYKT3A67FG552134,ULZOOK13E53Z846G
900275,2022-08-01,2022-07-31,11,Niedzwiedz,2000027,5YMGY0C55AL457005,UMGHTD55F43V728K
900276,2022-06-28,2022-06-27,10,Niedzwiedz,2000156,5YMGZ0C54E0628752,UMOFLD97Z40G646N
900277,2022-06-12,2022-06-09,19,Hengjie,2000021,JA32X8HW2AU877237,UNDOAO64D63B838T
900278,2022-08-12,2022-08-10,18,"San Miguel",2000060,JA4AP3AU2BZ448381,UNSGHX85O74C099G
900279,2022-06-25,2022-06-23,6,Busay,2000098,JH4CU2F65DC462968,UQQGFB12B54V253X
900280,2022-07-26,2022-07-25,16,Rozwadza,2000032,JH4DC43691S894343,UWTSXM29L21A132Y
900281,2022-06-18,2022-06-15,19,Yasothon,2000036,JH4DC54873S642535,VAZJSE96H09D817P
900282,2022-08-09,2022-08-07,7,Tyres,2000089,JH4KB16648C541498,VCTACE56Y22B363A
900283,2022-08-01,2022-07-30,4,Jumpangdua,2000161,JH4NA12693T113974,VEFDKC02S92A720V
900284,2022-06-22,2022-06-21,18,Shardara,2000032,JHMFA3F29BS815563,VEQHRA46A40O587I
900285,2022-07-25,2022-07-24,6,Lhoknga,2000061,JHMGE8G3XDC930747,VFLJCM21O76Y799O
900286,2022-06-01,2022-05-30,11,Mojokerto,2000034,JHMZE2H34DS250496,VGUCWL54F08D921S
900287,2022-06-24,2022-06-22,18,Terangun,2000127,JHMZF1C60CS018825,VHXZZO73T52A529F
900288,2022-05-29,2022-05-27,12,Houjia,2000144,JM1DE1KY2C0880635,VIKBBV10M07P859J
900289,2022-07-10,2022-07-08,15,Kelasuri,2000179,JM1NC2EF1A0609895,VJSQXL82P48Q103R
900290,2022-05-26,2022-05-24,12,Donglai,2000047,JM1NC2LF2E0871398,VKYFKX89T44T765R
900291,2022-05-19,2022-05-16,3,Yashalta,2000069,JM1NC2LF5F0827929,VOVBZB27E27D650G
900292,2022-07-10,2022-07-08,9,Xinzhou,2000142,JM1NC2PF9F0554861,VQPIKP86D50W608G
900293,2022-07-31,2022-07-29,14,"Black River",2000087,JN1AJ0HP7BM077532,VUXPQA60J61Z542J
900294,2022-07-19,2022-07-17,11,Niedzwiedz,2000112,JN1AV7AR7FM259942,VXLGLW19Y11S203F
900295,2022-07-05,2022-07-02,19,Reforma,2000083,JN1AZ4EH6BM720255,WCVBES61W63P495Q
900296,2022-05-20,2022-05-17,11,Mojokerto,2000080,JN1AZ4EH7DM369584,WDCWSV95I82L856W
900297,2022-07-11,2022-07-09,17,Donglai,2000124,JN1BJ0HP9DM689111,WEWUCC84A08P226O
900298,2022-06-28,2022-06-25,6,Zhongxing,2000065,JN1CV6AP9AM414081,WNWRCY32P99H912J
900299,2022-07-15,2022-07-12,17,Henanan,2000118,JN1CV6EKXDM488287,WQCTUM54B14A981H
900300,2022-08-01,2022-07-31,14,Guxi,2000130,JN1CV6FE2CM267550,WTYTET78D52E919H
900301,2022-06-16,2022-06-14,14,Rentian,2000033,JN1CV6FEXDM156536,WVJGKB82T57E302J
900302,2022-07-30,2022-07-27,10,Ambarawa,2000055,JN8AE2KP8D9497932,WZIIJL35R51D592O
900303,2022-05-27,2022-05-26,4,Savitaipale,2000072,JN8AE2KP9D9424794,XALXDU25D36T806S
900304,2022-05-27,2022-05-26,6,Xinzhou,2000115,JN8AF5MR9DT106240,XAURFY59M37W995X
900305,2022-06-26,2022-06-24,10,Creil,2000033,JN8AS5MT0BW769666,XCWSMO29K71N898E
900306,2022-07-06,2022-07-04,6,Kelasuri,2000055,JN8AZ1MU6AW679482,XEVFED62P40M660T
900307,2022-07-06,2022-07-04,18,Bors,2000078,JN8AZ1MU7CW985285,XFHSMU31T62I522J
900308,2022-07-22,2022-07-19,4,Pyatovskiy,2000053,JN8AZ2KR7AT284894,XHKOVB62I60E869Q
900309,2022-06-06,2022-06-03,14,"Black River",2000151,JN8AZ2KR8DT549925,XJSFWS35Z58V201Q
900310,2022-06-22,2022-06-19,13,Taouloukoult,2000025,JN8AZ2NC9D9928128,XQKLOF03H62I351U
900311,2022-06-05,2022-06-03,16,Savitaipale,2000024,JN8CS1MW3FM974900,XRWMMI72M55K352Q
900312,2022-06-13,2022-06-12,17,Ambarawa,2000042,JTDBT4K39B1888419,XUAPTR00W41V274B
900313,2022-07-03,2022-07-01,11,Hengjie,2000019,JTDKDTB30C1082395,XXWKAS57J16D953M
900314,2022-06-16,2022-06-14,13,Kelasuri,2000025,JTDKDTB38D1464577,XYHWCZ08K73F696Z
900315,2022-06-10,2022-06-07,5,"Al Fashn",2000019,JTDKTUD34DD401173,YDJMLY03L31O248W
900316,2022-06-08,2022-06-06,17,Tyres,2000156,JTDZN3EU8D3697377,YIWLON15J07F038U
900317,2022-06-09,2022-06-08,6,Terangun,2000146,JTEBU5JR1D5178737,YOWUFT62K58K374L
900318,2022-08-03,2022-07-31,12,Donglai,2000078,JTEBU5JR9A5647682,YPCAHS23G89S956B
900319,2022-07-19,2022-07-18,4,"Banjar Bongangede",2000167,JTHBB1BA8B2995079,YPMTZU75A92R101S
900320,2022-06-03,2022-06-02,18,Rentian,2000171,JTHBL5EF0F1441378,YVBLNE07O47U904E
900321,2022-05-18,2022-05-15,3,Lhoknga,2000151,JTHDU1EF5B5811726,YVTZAK26J32H313X
900322,2022-07-23,2022-07-21,6,"Black River",2000117,JTHHE5BC2F5277462,YWMBEH67B00Q536D
900323,2022-07-11,2022-07-09,4,Lhoknga,2000026,JTJBM7FX5A5317462,YYTGMB68R65F200F
900324,2022-08-04,2022-08-01,19,"Black River",2000037,JTJBM7FX6A5093196,ZEKGXV03F93Z278M
900325,2022-06-10,2022-06-09,7,Guxi,2000125,JTJHY7AX3F4915455,ZGGSBO79K14D452O
900326,2022-07-23,2022-07-21,5,Creil,2000166,JTMHY7AJ7E4951159,ZQBZBE99H04M220C
900327,2022-05-27,2022-05-25,8,Zhongxing,2000077,KM8JT3AB0BU423472,ZQIEER25Z09Q808X
900328,2022-07-03,2022-07-01,19,Riti,2000000,KM8NU4CC7AU777059,ZTDNHA00T76Z033H
900329,2022-10-19,2022-10-17,19,Shumyachi,2000018,137FA90361E675607,LXRAQZ48V67E614N
900330,2022-12-14,2022-12-11,39,Chortkiv,2000099,19UUA65595A031059,MQOITN77R10W569M
900331,2023-01-02,2022-12-31,24,"Ponte Nova",2000159,19UUA66216A060741,OICNGB68T51X003N
900332,2022-11-08,2022-11-07,60,Leubatang,2000048,19UUA66238A137161,VFLJCM21O76Y799O
900333,2022-10-23,2022-10-21,11,Ambarawa,2000021,19UUA662X7A767497,HYEVIR65R13R863T
900334,2022-11-06,2022-11-05,36,Savitaipale,2000127,19UUA8F22CA833658,EHFCZR29V05E294F
900335,2022-10-31,2022-10-29,18,Rentian,2000149,19UUA8F50DA696490,PJTQVI42U39F924P
900336,2022-11-02,2022-10-30,46,Donglai,2000152,19UUA8F52CA504890,NBBTJR38Y98P820S
900337,2023-01-02,2023-01-01,48,Floda,2000072,19VDE3F34DE555576,NYRFJW88R21G018A
900338,2022-10-20,2022-10-18,31,Niedzwiedz,2000177,19XFA1E82BE721054,PADBXY05D59J640O
900339,2022-11-22,2022-11-19,30,Kti,2000069,19XFB2F54FE126025,RFOPIM00M55G831P
900340,2022-11-28,2022-11-27,56,Nyakhachava,2000133,1B3AZ6JZ2AV049443,GEALBL45E73O612Z
900341,2022-11-14,2022-11-12,17,"San Miguel",2000145,1C3CCBBB2DN501421,LWHQLJ48J26E443F
900342,2022-11-12,2022-11-11,21,Nyakhachava,2000120,1C4AJWAG6FL807663,CRIAYT32Y63Y307L
900343,2023-01-10,2023-01-07,45,"Montes Claros",2000028,1C4NJPBA3CD041754,TBTJKN77A74W383V
900344,2022-12-30,2022-12-27,27,"Ponte Nova",2000048,1C4RDHAG1EC861960,MCIUZQ98N67S561P
900345,2023-01-16,2023-01-13,60,Kti,2000020,1C4RDHEG9CC785542,JTGHVB47L45I393J
900346,2022-12-15,2022-12-12,30,Yasothon,2000160,1D4PT5GK9BW212280,PJTQVI42U39F924P
900347,2022-11-18,2022-11-17,52,Tomakivka,2000056,1D4PU2GK7AW457069,JTGHVB47L45I393J
900348,2022-11-16,2022-11-13,12,Fundong,2000027,1D7CE3BK8AS148097,LZCJKW61P36B956M
900349,2022-12-05,2022-12-03,27,Lhoknga,2000019,1D7CW3GKXAS673183,ZGGSBO79K14D452O
900350,2022-10-26,2022-10-23,36,Reforma,2000154,1D7RB1GP7AS311415,RDEBGZ87Q16Y538B
900351,2022-12-26,2022-12-25,20,Leubatang,2000105,1D7RE5GK5BS166637,EDBUTE39P82O708W
900352,2022-12-08,2022-12-06,41,Terangun,2000043,1D7RV1CP5BS933770,PZXGEE19W85R063I
900353,2022-12-23,2022-12-22,37,Citt,2000008,1D7RV1GT7BS993167,EBIHQX29V65J947C
900354,2022-12-09,2022-12-08,29,Houjia,2000094,1D7RW3GK0BS221318,WVJGKB82T57E302J
900355,2022-10-18,2022-10-17,16,Terangun,2000032,1FA6P0G73E5364938,MLGKBD08Z35O848F
900356,2022-11-30,2022-11-29,11,Houjia,2000001,1FADP5AU3DL398472,NQBBGM31A89H759B
900357,2022-11-07,2022-11-05,24,Yajiang,2000147,1FAHP3E2XCL695638,NKZHSJ02P02N018O
900358,2022-11-29,2022-11-27,58,Savitaipale,2000046,1FBAX2CM4FK354144,HAJUYE51Y25H475B
900359,2022-12-25,2022-12-24,17,Jumpangdua,2000081,1FBNE3BL2DD156041,CRIAYT32Y63Y307L
900360,2022-12-20,2022-12-18,13,Yashalta,2000088,1FMCU0E70AK344532,OIMLAU06U16T552F
900361,2022-11-30,2022-11-28,19,Xinzhou,2000001,1FMJK1F56BE701003,BQGJKI11N91J623D
900362,2022-12-14,2022-12-12,31,Jumpangdua,2000009,1FMJK1H59BE019830,ACKAOT28C54B747N
900363,2022-12-11,2022-12-08,31,Koupla,2000095,1FMJK1HT2FE492246,HTTUBV34H99Z729I
900364,2022-12-02,2022-11-29,13,Kapinango,2000073,1FMJK2A58AE891947,FCQEBD85K57Y491T
900365,2022-10-25,2022-10-23,33,Fundong,2000068,1FMJU1H51AE944207,PZXGEE19W85R063I
900366,2022-10-25,2022-10-23,53,Chortkiv,2000110,1FMNE1BW4AD275131,NYRFJW88R21G018A
900367,2022-12-16,2022-12-13,23,Koupla,2000058,1FT7W2A69EE029869,CRHCTO21J03R505S
900368,2022-11-04,2022-11-02,28,Xinzhou,2000030,1FTEW1C81AK491211,NYRFJW88R21G018A
900369,2023-01-03,2023-01-01,57,Donglai,2000102,1FTEX1CM8BF263680,RDEBGZ87Q16Y538B
900370,2022-12-12,2022-12-09,23,Citt,2000042,1FTEX1E83AF043958,YYTGMB68R65F200F
900371,2022-12-05,2022-12-03,12,Shumyachi,2000019,1FTEX1EW4AK395484,DEUOAW10N04S873S
900372,2022-10-29,2022-10-28,27,Terangun,2000103,1FTMF1EW1AF601271,RFOPIM00M55G831P
900373,2022-12-09,2022-12-06,23,Citt,2000035,1FTMF1EW2AF789931,ZQBZBE99H04M220C
900374,2022-11-14,2022-11-11,25,Henanan,2000078,1FTNF2B57AE959342,XRWMMI72M55K352Q
900375,2022-11-15,2022-11-14,18,Ambarawa,2000032,1FTSW2A55AE246377,NBBTJR38Y98P820S
900376,2022-10-31,2022-10-30,52,Shumyachi,2000145,1FTSW3A53AE527289,QGVZVJ67E81R347X
900377,2022-11-22,2022-11-19,53,"Curahkalak Tengah",2000094,1FTSX2A50AE171083,SZEDZP56T60P822U
900378,2023-01-09,2023-01-06,53,Guxi,2000137,1FTSX2A59AE046518,ICXBOO62C46X083E
900379,2023-01-16,2023-01-14,26,Kapinango,2000012,1FTWX3A5XAE280657,ACKAOT28C54B747N
900380,2023-01-03,2023-01-01,11,Yajiang,2000176,1G4GA5EC6BF079519,ENWPSW44Y66V760J
900381,2022-10-27,2022-10-24,34,Tyres,2000131,1G4GB5ER1CF699942,RDEBGZ87Q16Y538B
900382,2023-01-14,2023-01-12,33,Niedzwiedz,2000174,1G4GE5E3XCF416988,ZUAHGT40I70M001N
900383,2022-11-25,2022-11-24,37,Guxi,2000106,1G4GE5GD3BF022527,ZEKGXV03F93Z278M
900384,2023-01-02,2022-12-30,20,Koupla,2000115,1G4GJ5G39DF908244,JLUVDA46I64N566F
900385,2022-11-25,2022-11-24,48,Koupla,2000083,1G4HP52K234335957,BKYKNJ91X85R587T
900386,2022-10-24,2022-10-22,54,Savitaipale,2000110,1G4PR5SK7F4170336,BNFGPY17G18J574E
900387,2022-11-20,2022-11-18,28,Kelasuri,2000018,1G4PR5SK9C4883296,AGNAZI55F89P801O
900388,2022-12-12,2022-12-09,44,Busay,2000018,1G6AA5RA9E0857213,CJYQYU53W30L121K
900389,2022-11-23,2022-11-21,43,Nyakhachava,2000113,1G6AA5RX8D0696761,VFLJCM21O76Y799O
900390,2022-11-10,2022-11-09,41,Pyatovskiy,2000118,1G6AB5RA6F0121697,WCVBES61W63P495Q
900391,2022-11-14,2022-11-13,10,Pyatovskiy,2000007,1G6AB5RX1F0709687,EZYMIQ77V21P502Y
900392,2022-12-30,2022-12-27,54,Riti,2000152,1G6AB5SA5E0348081,FILXNU71F40Y532I
900393,2023-01-05,2023-01-03,32,Creil,2000105,1G6AC5SX6F0500758,JLUVDA46I64N566F
900394,2022-10-18,2022-10-15,54,"Montes Claros",2000127,1G6AG5RX3D0651032,ZUAHGT40I70M001N
900395,2022-11-14,2022-11-13,51,Kapinango,2000023,1G6AX5SX0F0456115,IYHSYU20Q02A647R
900396,2022-12-30,2022-12-28,16,Kelasuri,2000085,1G6AZ5S3XE0226104,OICNGB68T51X003N
900397,2022-10-18,2022-10-16,17,Yajiang,2000063,1G6D25EY3B0996326,VUXPQA60J61Z542J
900398,2023-01-13,2023-01-10,42,Bors,2000173,1G6DA1ED9B0905195,FILXNU71F40Y532I
900399,2022-12-29,2022-12-27,25,Tyres,2000129,1G6DA5EG0A0661811,QDVRDB36T13B101K
900400,2022-12-05,2022-12-02,11,"Banjar Bongangede",2000125,1G6DA67V080901953,LWHQLJ48J26E443F
900401,2022-11-22,2022-11-20,21,Henanan,2000025,1G6DA8E57C0914626,GFGGEZ04H97E234R
900402,2022-10-26,2022-10-23,30,Dengzhou,2000110,1G6DF8EY5B0584365,JOKOST95I95X208Q
900403,2022-10-30,2022-10-27,22,"San Miguel",2000177,1G6DH8EY9B0981586,ZQBZBE99H04M220C
900404,2023-01-07,2023-01-04,35,Yasothon,2000105,1G6DJ8E36D0786704,SJBGTR85H08I440A
900405,2022-11-10,2022-11-08,20,Henanan,2000019,1G6DJ8EY3B0283589,IGMUSX66C80A459K
900406,2023-01-16,2023-01-14,44,Savitaipale,2000056,1G6DK1ED3B0968998,MQBVSE69G24X064B
900407,2022-12-24,2022-12-23,33,Zhongxing,2000003,1G6DK8EG8A0416804,HOBWBO65C48D721M
900408,2022-11-22,2022-11-19,51,"Zgornje Pirnice",2000055,1G6DL67A980578879,QYDKBO24F43L414S
900409,2022-11-27,2022-11-24,44,Reforma,2000052,1G6DM1E37D0289451,TMKVSM45P14O544K
900410,2022-12-13,2022-12-11,27,Savitaipale,2000167,1G6DM577680352777,ZEKGXV03F93Z278M
900411,2022-12-01,2022-11-29,44,Tyres,2000138,1G6DN8EV9A0927461,SMCGRU10E98T436X
900412,2022-12-05,2022-12-04,17,Lhoknga,2000057,1G6DS5E39D0543450,MQRHFW38P55L584M
900413,2022-10-30,2022-10-27,24,Kelasuri,2000111,1G6DT57V180050749,XJSFWS35Z58V201Q
900414,2022-12-21,2022-12-20,32,Nyakhachava,2000086,1G6DV8EP4D0887506,PQDADB31C43A759F
900415,2022-11-01,2022-10-30,15,Henanan,2000108,1G6DX67D780035657,BNFGPY17G18J574E
900416,2022-11-22,2022-11-21,19,Hengjie,2000040,1G6DX67D880612874,PJTQVI42U39F924P
900417,2022-10-24,2022-10-23,24,Fundong,2000029,1G6KD54Y55U047960,HXJRYW27C89O640E
900418,2022-11-21,2022-11-20,32,"San Miguel",2000025,1G6KD57YX9U758376,JTGHVB47L45I393J
900419,2023-01-07,2023-01-05,22,Citt,2000042,1G6KF54984U288574,LPWMRY69X73W341C
900420,2022-12-08,2022-12-07,17,Shardara,2000073,1G6KH5EY5AU757440,WDCWSV95I82L856W
900421,2022-12-12,2022-12-09,50,Shumyachi,2000159,1G6KY54903U300726,VIKBBV10M07P859J
900422,2023-01-01,2022-12-31,29,Fundong,2000053,1GD11XEG5FF082132,OLCDAV80O46K162E
900423,2023-01-08,2023-01-06,38,Xinzhou,2000021,1GD11ZCG1BF455952,OJWXGA69F45E515X
900424,2022-11-19,2022-11-17,10,"Zgornje Pirnice",2000163,1GD21XEG2FZ306010,UMOFLD97Z40G646N
900425,2022-12-10,2022-12-07,31,Nyakhachava,2000118,1GD21ZCG0BZ203323,EHFCZR29V05E294F
900426,2022-12-11,2022-12-10,21,"Montes Claros",2000040,1GT01XEG2FZ694240,ILZDWE20K83Y397L
900427,2022-12-31,2022-12-28,18,Sardasht,2000058,1GT01XEGXFZ519864,AWCLWK38R47Q675U
900428,2022-12-05,2022-12-03,22,Reforma,2000028,1GT01ZCGXCF461847,HYEVIR65R13R863T
900429,2023-01-12,2023-01-10,37,Sardasht,2000070,1GTN1TEH2FZ044041,VXLGLW19Y11S203F
900430,2022-12-01,2022-11-28,32,Floda,2000136,1GTN1TEXXBZ168737,BGQMOS11P86Q149K
900431,2022-11-20,2022-11-19,56,Pyatovskiy,2000094,1GYEC63858R779088,YDJMLY03L31O248W
900432,2023-01-06,2023-01-05,40,Henanan,2000085,1GYFC23219R024854,MLGKBD08Z35O848F
900433,2023-01-13,2023-01-12,54,Rentian,2000051,1GYFK16229R228930,GGTOVX43I69Q115P
900434,2022-12-31,2022-12-28,58,Chortkiv,2000074,1GYS3JKJ1FR525031,XEVFED62P40M660T
900435,2022-12-05,2022-12-04,30,Chortkiv,2000074,1GYS3KEF6DR579290,GGTOVX43I69Q115P
900436,2022-11-03,2022-11-01,51,Yasothon,2000153,1GYS4AEF4ER129453,EUFYNR16X90S631F
900437,2022-12-03,2022-12-02,18,"Black River",2000157,1GYS4AEFXER131420,NBBTJR38Y98P820S
900438,2022-12-23,2022-12-21,35,Houjia,2000074,1GYS4DEF7DR217123,IDNEDA42K99Z105D
900439,2022-12-24,2022-12-21,40,Dengzhou,2000171,1GYS4TKJ8FR439241,NRTUXV39A89B356W
900440,2022-12-10,2022-12-09,24,Mojokerto,2000063,1GYUKFEJ9AR730108,VGUCWL54F08D921S
900441,2022-10-27,2022-10-25,49,Kelasuri,2000109,1HGCP2E47AA234410,LLCWQW56E47X161T
900442,2022-12-25,2022-12-22,34,"Montes Claros",2000093,1J4NF1GB9BD533505,SUSVGO64J87A639T
900443,2022-11-07,2022-11-04,46,Houjia,2000088,1LNHL9DR3BG909556,NYRFJW88R21G018A
900444,2022-12-17,2022-12-16,15,Riti,2000024,1N4AL2AP5AC284704,XUAPTR00W41V274B
900445,2022-10-18,2022-10-16,53,Lhoknga,2000004,1N4AL3AP1EC713008,XXWKAS57J16D953M
900446,2022-12-23,2022-12-22,52,Kelasuri,2000024,1N4AL3AP5DC696261,PJTQVI42U39F924P
900447,2023-01-06,2023-01-03,28,Rentian,2000071,1N4AL3AP5DC719294,CRHCTO21J03R505S
900448,2022-11-23,2022-11-22,46,Ambarawa,2000167,1N6AA0CA5DN381548,YVBLNE07O47U904E
900449,2023-01-11,2023-01-09,26,Hengjie,2000056,1N6AA0CC4CN697149,CIZGWH45Q71V543Z
900450,2022-12-10,2022-12-08,58,Chortkiv,2000159,1N6AA0CC6CN735660,AWCLWK38R47Q675U
900451,2022-11-25,2022-11-22,52,Yajiang,2000087,1N6AA0CH1FN392353,AQSQOK88B98U130Z
900452,2022-12-02,2022-11-29,60,"Montes Claros",2000050,1N6AA0CH2FN812489,YYTGMB68R65F200F
900453,2022-11-20,2022-11-19,39,Terangun,2000080,1N6AA0CJ2EN592594,VEFDKC02S92A720V
900454,2022-11-17,2022-11-15,21,Mojokerto,2000018,1N6AA0CJ7DN220022,ASARGF63Q01H540M
900455,2022-12-08,2022-12-06,31,"Montes Claros",2000178,1N6AA0CJ7DN535161,JLUVDA46I64N566F
900456,2022-11-09,2022-11-06,52,Tomakivka,2000005,1N6AA0CJ7EN320591,LKJXSC71S73H779Q
900457,2022-11-21,2022-11-20,10,Yasothon,2000043,1N6AA0CJ8DN050818,GZEHLR76D39C543A
900458,2022-12-07,2022-12-05,35,Yashalta,2000119,1N6AA0CJ8DN353226,UWTSXM29L21A132Y
900459,2022-12-11,2022-12-10,12,Dengzhou,2000115,1N6AA0EC3FN259420,HHTIBF31E44D146I
900460,2022-11-12,2022-11-11,46,Reforma,2000069,1N6AA0EC5FN531126,MRFBHV75F19E331I
900461,2022-10-31,2022-10-28,60,Hengjie,2000055,1N6AD0CUXEN900726,QSWUSY71S05C168H
900462,2023-01-08,2023-01-07,58,"Banjar Bongangede",2000165,1N6AD0CW9FN014819,GHYMLE53H34H114R
900463,2022-11-21,2022-11-19,30,Fundong,2000072,1N6BF0KL3FN743131,RDEBGZ87Q16Y538B
900464,2023-01-02,2022-12-31,55,Reforma,2000167,1N6BF0KX2FN983628,MKDYLX10G79E360T
900465,2022-12-23,2022-12-20,26,Bors,2000126,1VWAH7A38DC089591,YPCAHS23G89S956B
900466,2022-11-09,2022-11-07,29,Mojokerto,2000171,1VWAH7A38DC923911,FWVOJZ20U92W055X
900467,2022-11-26,2022-11-24,33,Shumyachi,2000088,2B3CA5CT8AH379423,EDBUTE39P82O708W
900468,2023-01-06,2023-01-04,59,Savitaipale,2000089,2B3CJ5DT7AH924462,VXLGLW19Y11S203F
900469,2022-11-21,2022-11-19,18,Yashalta,2000057,2B3CL5CT1BH952335,BJIALS87O72V514M
900470,2022-12-20,2022-12-18,34,Xinzhou,2000077,2C3CA5CV3AH273787,RGFIXV77C92K763N
900471,2022-12-18,2022-12-17,58,"Curahkalak Tengah",2000083,2C3CCAJT0CH785840,JTGHVB47L45I393J
900472,2022-12-30,2022-12-29,12,Reforma,2000027,2C3CCARG5FH232497,KJALBE02P35I118P
900473,2022-10-29,2022-10-28,27,"Black River",2000074,2C3CCAST8CH082341,PRIUNU55T10P633G
900474,2022-11-19,2022-11-16,33,Shardara,2000024,2C3CDXCT9CH673745,BKYKNJ91X85R587T
900475,2023-01-11,2023-01-10,24,"San Miguel",2000125,2C3CDXJG9FH684951,NGXVWJ83M26A237B
900476,2022-12-11,2022-12-08,44,Citt,2000087,2C3CDZBTXFH757560,CSYYKE38D68U746H
900477,2022-11-18,2022-11-16,21,Bors,2000139,2C4RDGDG7FR998187,ASARGF63Q01H540M
900478,2022-12-19,2022-12-17,16,"Banjar Bongangede",2000089,2FMGK5D80FB455243,LJGWVZ25B16G064R
900479,2022-12-11,2022-12-09,23,Ambarawa,2000062,2FMPK4J96FB259993,VHXZZO73T52A529F
900480,2022-10-30,2022-10-29,18,Donglai,2000114,2G4G15GV0B9736113,VHXZZO73T52A529F
900481,2023-01-08,2023-01-06,42,Chortkiv,2000010,2G4GL5EX3F9715518,NANVTP58V02Y142L
900482,2022-12-11,2022-12-09,29,Guxi,2000116,2G4GU5GV6C9953268,EAUIWW04C99F792C
900483,2022-12-02,2022-11-29,47,Kelasuri,2000026,2G4WB55K211875450,PFQSHB09I80Q357U
900484,2022-12-23,2022-12-20,16,Pyatovskiy,2000136,2G4WB55K511641593,EZYMIQ77V21P502Y
900485,2022-12-11,2022-12-09,49,Nyakhachava,2000036,2G4WB55KX41948150,HAJUYE51Y25H475B
900486,2022-10-31,2022-10-28,52,Taouloukoult,2000117,2G4WC582081194447,PHZXFC59G30G609X
900487,2022-10-21,2022-10-20,14,Kti,2000097,2G4WC582361989893,ENWPSW44Y66V760J
900488,2022-12-17,2022-12-15,55,"Zgornje Pirnice",2000140,2G4WS55J051291559,TBEBAP55P08P773A
900489,2022-11-30,2022-11-28,60,"Curahkalak Tengah",2000173,2G61M5S32F9260107,JXJDGT67V10U184X
900490,2022-11-09,2022-11-08,16,Guxi,2000074,2HNYD18401H749778,AUDNZH53D26Q374U
900491,2022-11-25,2022-11-23,26,Creil,2000003,2HNYD18694H097457,LZYVRC98C75I155R
900492,2022-10-17,2022-10-16,49,Rentian,2000104,2HNYD18765H282057,WEWUCC84A08P226O
